8,33,1,378160,0.092000,0.044000
8,33,1,378200,-0.025000,0.432000
8,33,1,378240,-0.104000,0.008000
8,33,1,378280,0.056000,-0.264000
8,33,1,378320,0.074000,-0.195000
8,33,1,378360,-0.147000,-0.373000
8,33,1,378400,-0.237000,-0.130000
8,33,1,378440,-0.114000,0.497000
8,33,1,378480,-0.252000,-0.128000
8,33,1,378520,-0.865000,0.378000
8,33,1,378550,-0.714000,0.882000
8,33,1,378590,-0.281000,-0.818000
8,33,1,378630,0.228000,-0.620000
8,33,1,378670,-0.018000,0.745000
8,33,1,378710,-0.546000,0.246000
8,33,1,378750,0.247000,-0.857000
8,33,1,378790,0.851000,-0.139000
8,33,1,378830,0.654000,0.115000
8,33,1,378870,-0.174000,-0.063000
8,33,1,378910,0.012000,0.306000
8,33,1,378940,0.429000,0.213000
8,33,1,378980,0.645000,-0.404000
8,33,1,379020,0.300000,-0.604000
8,33,1,379060,0.138000,0.056000
8,33,1,379100,0.030000,0.101000
8,33,1,379140,-0.077000,0.335000
8,33,1,379180,0.129000,-0.236000
8,33,1,379220,-0.545000,0.102000
8,33,1,379260,-0.545000,0.114000
8,33,1,379300,-0.543000,-0.092000
8,33,1,379340,0.256000,-0.482000
8,33,1,379370,0.425000,-0.528000
8,33,1,379410,0.207000,0.445000
8,33,1,379450,-0.417000,0.426000
8,33,1,379490,-0.275000,-0.121000
8,33,1,379530,-0.107000,0.014000
8,33,1,379570,0.130000,0.606000
8,33,1,379610,-0.360000,0.161000
8,33,1,379650,-0.756000,0.206000
8,33,1,379690,-0.148000,0.035000
8,33,1,379730,0.399000,-0.230000
8,33,1,379760,0.910000,-0.693000
8,33,1,379800,0.230000,0.301000
8,33,1,379840,0.137000,0.129000
8,33,1,379880,0.027000,-0.417000
8,33,1,379920,0.285000,0.042000
8,33,1,379960,-0.133000,-0.254000
8,33,1,380000,-0.123000,0.081000
8,33,1,380040,-0.139000,0.183000
8,33,1,380080,-0.137000,-0.252000
8,33,1,380120,-0.017000,-0.262000
8,33,1,380160,-0.123000,0.387000
8,33,1,380200,-0.258000,0.103000
8,33,1,380230,-0.249000,0.021000
8,33,1,380270,-0.200000,0.320000
8,33,1,380310,0.194000,-0.083000
8,33,1,380350,0.056000,-0.096000
8,33,1,380390,-0.261000,0.595000
8,33,1,380430,-0.288000,-0.061000
8,33,1,380470,-0.219000,0.099000
8,33,1,380510,0.029000,0.401000
8,33,1,380550,-0.215000,-0.329000
8,33,1,380580,-0.364000,-0.478000
8,33,1,380620,-0.304000,-0.013000
8,33,1,380660,-0.568000,0.418000
8,33,1,380700,-0.094000,-0.176000
8,33,1,380740,0.347000,-0.152000
8,33,1,380780,0.407000,0.336000
8,33,1,380820,0.403000,0.129000
8,33,1,380860,0.661000,-0.151000
8,33,1,380900,1.116000,-0.136000
8,33,1,380940,0.992000,0.026000
8,33,1,380980,0.291000,0.159000
8,33,1,381020,-0.229000,0.216000
8,33,1,381050,-0.436000,-0.071000
8,33,1,381090,-0.307000,0.023000
8,33,1,381130,0.086000,-0.003000
8,33,1,381170,-0.197000,0.185000
8,33,1,381210,-0.063000,0.201000
8,33,1,381250,0.026000,0.032000
8,33,1,381290,0.014000,-0.167000
8,33,1,381330,-0.467000,-0.096000
8,33,1,381370,-0.685000,0.271000
8,33,1,381410,-0.796000,0.012000
8,33,1,381440,-0.462000,-0.269000
8,33,1,381480,0.054000,-0.367000
8,33,1,381520,0.471000,0.124000
8,33,1,381560,0.658000,-0.057000
8,33,1,381600,0.422000,-0.000000
8,33,1,381640,0.739000,0.365000
8,33,1,381680,0.345000,0.669000
8,33,1,381720,-0.204000,0.165000
8,33,1,381760,-0.394000,-0.072000
8,33,1,381800,-0.217000,0.216000
8,33,1,381840,0.107000,-0.364000
8,33,1,381870,-0.126000,-0.117000
8,33,1,381910,-0.077000,0.258000
8,33,1,381950,0.283000,-0.354000
8,33,1,381990,0.594000,-0.003000
8,33,1,382030,0.952000,-0.249000
8,33,1,382070,0.667000,-0.314000
8,33,1,382110,0.239000,0.097000
8,33,1,382150,0.123000,0.155000
8,33,1,382190,-0.118000,0.287000
8,33,1,382230,-0.269000,0.125000
8,33,1,382260,-0.373000,0.034000
8,33,1,382300,-0.706000,-0.131000
8,33,1,382340,-0.430000,-0.467000
8,33,1,382380,-0.411000,0.232000
8,33,1,382420,-0.196000,0.366000
8,33,1,382460,-0.182000,-0.333000
8,33,1,382500,-0.092000,0.051000
8,33,1,382540,0.046000,0.224000
8,33,1,382580,0.218000,-0.108000
8,33,1,382620,-0.277000,0.426000
8,33,1,382660,-0.429000,0.141000
8,33,1,382700,-0.851000,-0.301000
8,33,1,382730,-0.494000,0.213000
8,33,1,382770,-0.256000,0.099000
8,33,1,382810,-0.387000,0.595000
8,33,1,382850,0.100000,0.350000
8,33,1,382890,0.291000,-0.220000
8,33,1,382930,0.769000,-0.338000
8,33,1,382970,0.727000,-0.249000
8,33,1,383010,0.048000,0.071000
8,33,1,383050,-0.364000,-0.029000
8,33,1,383080,-0.441000,0.254000
8,33,1,383120,-0.138000,0.071000
8,33,1,383160,0.053000,-0.539000
8,33,1,383200,-0.345000,0.259000
8,33,1,383240,-0.083000,0.067000
8,33,1,383280,0.199000,-0.117000
8,33,1,383320,0.485000,0.344000
8,33,1,383360,-0.109000,-0.182000
8,33,1,383400,-0.614000,0.411000
8,33,1,383440,-0.396000,0.120000
8,33,1,383480,-0.381000,-0.158000
